Stim,Bard,Bard 0 or 1,Bard Continuous,GPT-3.5,GPT-3.5 0 or 1,GPT-3.5 Continuous,GPT-4,GPT-4 0 or 1,GPT-4 Continuous,Class,Humans Continuous,SD,N,EAT,USF,Both,LSA,Numletts,Gfrqs,Log_gfrqs,W1frq,W2frq,Wordfrq_sum,Logw1frq,Logw2frq,Logwordfrq_sum,pairs,Word2Vec,GloVe,Taxonomic
the tongue lizard.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1,-1,1.14,1.19,29,0,0,0,0.12,12,1014,3.01,602,32,634,2.78,1.51,4.28,tongue lizard,0.288462028,0.269863547,0.349558279
the tongue mother.,Nonsense,0,2,Nonsense,0,1,Nonsense,0,0,-1,0.17,0.47,29,0.01,0,0,0.11,12,834,2.92,602,7356,7958,2.78,3.87,6.65,tongue mother,0.190102039,0.237855581,0.28367917
the tongue snake.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,2,1,0.57,0.84,28,0,0,0,0.26,11,638,2.81,602,263,865,2.78,2.42,5.2,tongue snake,0.336844912,0.36175462,0.402832277
the tooth gold.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,-1,1.07,1.1,29,0,0,0,0.05,9,1075,3.03,233,1575,1808,2.37,3.2,5.56,tooth gold,0.206863949,0.153861976,0.36614844
the tower bell.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,-1,2.36,1.57,28,0.01,0.024,0.02,0.24,9,2587,3.41,832,507,1339,2.92,2.71,5.63,tower bell,0.272511332,0.423991516,0.397279881
the tower radio.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2,-1,2.14,1.53,28,0,0,0,0.18,10,754,2.88,832,1503,2335,2.92,3.18,6.1,tower radio,0.158893659,0.238958431,0.240924869
the tower sky.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,1,-1,0.86,1.22,29,0,0.016,0.01,0.27,8,850,2.93,832,1380,2212,2.92,3.14,6.06,tower sky,0.274544115,0.30150793,0.410280926
the tower water.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2,-1,1.29,1.27,28,0.01,0.039,0.02,0.16,10,7191,3.86,832,7749,8581,2.92,3.89,6.81,tower water,0.215363147,0.213442717,0.337056601
the trash bag.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,4,1,4,0,28,,0.026,0.03,0.27,8,42615,4.63,66,1122,1188,1.82,3.05,4.87,trash bag,0.319927622,0.502149432,0.533225487
the trash boy.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1,-1,2.71,1.24,28,,0,0,0.1,8,206,2.32,66,3876,3942,1.82,3.59,5.41,trash boy,0.134690307,0.223564712,0.272351142
the trash truck.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,1,3.21,1.26,28,,0,0,0.18,10,6862,3.84,66,444,510,1.82,2.65,4.47,trash truck,0.275658327,0.369384153,0.418409695
the tree apple.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2,-1,1.31,0.89,29,0.04,0,0.02,0.47,9,2104,3.32,1293,315,1608,3.11,2.5,5.61,tree apple,0.414281753,0.296468911,0.434126589
the tree ball.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1,1,0.48,0.87,29,0,0,0,0.06,8,1215,3.08,1293,1664,2957,3.11,3.22,6.33,tree ball,0.146056062,0.230199954,0.459874635
the tree banana.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,-1,1.46,1.23,28,0,0,0,0.22,10,789,2.9,1293,74,1367,3.11,1.87,4.98,tree banana,0.286887688,0.349649436,0.419078809
the tree cat.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,2,-1,1.54,1.43,28,0.01,0.014,0.01,0.25,7,877,2.94,1293,739,2032,3.11,2.87,5.98,tree cat,0.253144003,0.245674166,0.397815732
the tree chestnut.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,-1,1.31,1.2,29,0,0,0,0.18,12,100,2,1293,67,1360,3.11,1.83,4.94,tree chestnut,0.319396579,0.362764545,0.522334105
the tree cliff.,Makes Sense,1,3,Nonsense,0,3,Nonsense,0,3,-1,0.82,1.22,28,0,0,0,0.15,9,0,0,1293,264,1557,3.11,2.42,5.53,tree cliff,0.31409493,0.315049544,0.540701937
the tree frog.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4,1,3.83,0.76,29,0,0,0,0.14,8,50053,4.7,1293,74,1367,3.11,1.87,4.98,tree frog,0.385063391,0.425894633,0.429103503
the tree house.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.93,0.37,29,0.03,0.074,0.05,0.15,9,87604,4.94,1293,8601,9894,3.11,3.93,7.05,tree house,0.287777024,0.193649092,0.344944432
the tree nut.,Makes Sense,1,4,Makes Sense,1,2,Nonsense,0,1,-1,2.36,1.45,28,0,0,0,0.27,7,10242,4.01,1293,123,1416,3.11,2.09,5.2,tree nut,0.261673778,0.360555662,0.436736758
the tree orange.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,0,-1,0.75,0.84,28,0,0,0,0.21,10,645,2.81,1293,495,1788,3.11,2.69,5.81,tree orange,0.205623166,0.275928514,0.288501872
the tree peach.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2,-1,1.52,1.15,29,0,0,0,0.28,9,164,2.22,1293,47,1340,3.11,1.67,4.78,tree peach,0.355158857,0.337942833,0.388488467
the tree pine.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,4,-1,1.29,1.24,28,0.01,0.014,0.01,0.68,8,522,2.72,1293,217,1510,3.11,2.34,5.45,tree pine,0.428242275,0.52849498,0.498022243
the tree snow.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2,1,1.21,1.26,29,0,0,0,0.11,8,754,2.88,1293,1055,2348,3.11,3.02,6.13,tree snow,0.298403251,0.292921357,0.521621475
the tree tea.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,1,-1,1.04,1.34,27,0,0,0,0.09,7,3361,3.53,1293,1589,2882,3.11,3.2,6.31,tree tea,0.228678665,0.336003389,0.34786113
the trout bull.,Makes Sense,1,3,Nonsense,0,2,Nonsense,0,1,-1,0.38,0.68,29,,0,0,0.08,9,0,0,560,378,938,2.75,2.58,5.33,trout bull,0.195300412,0.289650637,0.492885873
the trout rainbow.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,3,-1,0.74,1.02,27,,0,0,0.06,12,288,2.46,560,101,661,2.75,2,4.75,trout rainbow,0.319512617,0.490862584,0.457232626
the trout river.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,-1,2.72,1.31,29,,0,0,0.2,10,2159,3.33,560,1938,2498,2.75,3.29,6.04,trout river,0.363507941,0.319858955,0.300499511
the truck army.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,2,-1,1,1,29,0.03,0,0.02,0.05,9,251,2.4,444,1933,2377,2.65,3.29,5.93,truck army,0.137294411,0.254871134,0.223332556
the truck bag.,Nonsense,0,1,Makes Sense,1,3,Nonsense,0,2,1,0.93,1.27,28,0,0,0,0.34,8,67,1.83,444,1122,1566,2.65,3.05,5.7,truck bag,0.270520587,0.340239158,0.512634113
the truck body.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2,1,3.11,1.31,28,0,0,0,0.04,9,30573,4.49,444,5243,5687,2.65,3.72,6.37,truck body,0.203133144,0.280047512,0.378801309
the truck bomb.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,3,1,2.86,1.41,28,0,0,0,0.06,9,27334,4.44,444,536,980,2.65,2.73,5.38,truck bomb,0.201538297,0.470468709,0.443109944
the truck cab.,Makes Sense,1,4,Nonsense,0,2,Makes Sense,1,3,-1,2.46,1.64,28,0,0,0,0.53,8,14193,4.15,444,178,622,2.65,2.25,4.9,truck cab,0.616910347,0.493679158,0.783671297
the truck cattle.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3,-1,0.85,1.2,27,0,0,0,0.13,11,166,2.22,444,568,1012,2.65,2.75,5.4,truck cattle,0.255923271,0.225940279,0.370570726
the truck fire.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,2,-1,1.96,1.6,27,0,0,0,0.15,9,3889,3.59,444,2738,3182,2.65,3.44,6.08,truck fire,0.262265532,0.335765931,0.312304834
the truck milk.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,3,-1,1.31,1.17,29,0,0,0,0.12,9,116,2.07,444,1868,2312,2.65,3.27,5.92,truck milk,0.200530803,0.235058382,0.266686654
the truck phone.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1,1,2.04,1.29,28,0,0,0,0.19,10,171,2.24,444,1414,1858,2.65,3.15,5.8,truck phone,0.178893579,0.250967532,0.323958082
the truck pig.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1,-1,0.21,0.57,28,0,0,0,0.21,8,0,0,444,320,764,2.65,2.51,5.15,truck pig,0.189152027,0.15166031,0.311379519
the truck police.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2,-1,0.89,0.96,28,0,0,0,0.25,11,244,2.39,444,3770,4214,2.65,3.58,6.22,truck police,0.291420791,0.348571639,0.299466539
the truck refrigerator.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,-1,1.14,1.43,29,0,0,0,0.16,17,92,1.97,444,152,596,2.65,2.18,4.83,truck refrigerator,0.31279495,0.309916562,0.516640913
the truck road.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2,-1,2.21,1.5,28,0,0.014,0.01,0.47,9,1993,3.3,444,3791,4235,2.65,3.58,6.23,truck road,0.284672246,0.402116606,0.270736972
the truck snow.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,2,-1,0.82,1.25,28,0,0,0,0.09,9,1069,3.03,444,1055,1499,2.65,3.02,5.67,truck snow,0.196037132,0.208182227,0.379937101
the truck trash.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,3,-1,1.14,1.11,28,0,0,0,0.18,10,90,1.96,444,66,510,2.65,1.82,4.47,truck trash,0.275658327,0.369384153,0.418409695
the truck water.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1,-1,0.86,1.11,28,0,0,0,0.07,10,1785,3.25,444,7749,8193,2.65,3.89,6.54,truck water,0.212049883,0.233037229,0.343684763
the trumpet baby.,Makes Sense,1,1,Makes Sense,1,3,Nonsense,0,1,-1,0.72,1,29,0,0,0,0.09,11,0,0,89,3281,3370,1.95,3.52,5.47,trumpet baby,0.140024191,0.132023212,0.203383013
the tub spa.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,3,-1,1.31,1.11,29,0,0,0,0.01,6,22095,4.34,141,31,172,2.15,1.49,3.64,tub spa,0.329800567,0.324564602,0.39536964
the tulip bulb.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.86,0.44,29,0.19,0.02,0.1,0.17,9,4517,3.65,14,116,130,1.15,2.06,3.21,tulip bulb,0.483721424,0.356048556,0.664854748
the typewriter key.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.46,1.35,28,,0.041,0.04,0.4,13,1709,3.23,157,1281,1438,2.2,3.11,5.3,typewriter key,-0.033613669,-0.016663713,0.316246118
the umbrella beach.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,-1,1.21,1.17,28,0,0,0,0.22,13,4193,3.62,203,1060,1263,2.31,3.03,5.33,umbrella beach,0.09990406,0.073844481,0.136371587
the umbrella cocktail.,Nonsense,0,2,Makes Sense,1,2,Makes Sense,1,3,-1,1.38,1.29,29,0,0,0,0.07,16,106,2.03,203,147,350,2.31,2.17,4.47,umbrella cocktail,0.103845896,0.150612099,0.313702329
the umbrella tent.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2,1,1.43,1.29,28,0,0,0,0.15,12,443,2.65,203,657,860,2.31,2.82,5.13,umbrella tent,0.344050495,0.271647123,0.504212019
the university library.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,4,1,4,0,28,0,0,0,0.2,17,87558,4.94,3526,942,4468,3.55,2.97,6.52,university library,0.334051029,0.461575056,0.621713474
the university school.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,4,1,2.75,1.29,28,0.01,0.338,0.17,0.33,16,33553,4.53,3526,6984,10510,3.55,3.84,7.39,university school,0.508074461,0.576761906,0.758615046
the university sister.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,-1,1.32,1.39,28,0,0,0,0.09,16,71,1.86,3526,1464,4990,3.55,3.17,6.71,university sister,0.106314825,0.182742168,0.193417382
the valley girl.,Makes Sense,1,2,Nonsense,0,3,Nonsense,0,3,1,3.61,1.03,28,0,0,0,0.05,10,11154,4.05,885,4944,5829,2.95,3.69,6.64,valley girl,0.097164964,0.153271501,0.14721307
the valley river.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,-1,2.41,1.32,29,0.08,0.04,0.06,0.59,11,661,2.82,885,1938,2823,2.95,3.29,6.23,valley river,0.510566665,0.600111631,0.786722246
the van police.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2,-1,0.96,1.1,28,0,0,0,0.17,9,222,2.35,971,3770,4741,2.99,3.58,6.56,van police,0.286424663,0.211251279,0.260745854
the van prison.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1,-1,0.61,0.83,28,0,0,0,0.17,9,0,0,971,1239,2210,2.99,3.09,6.08,van prison,0.15200076,0.142213892,0.338495713
the vehicle engine.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,1,3.29,1.21,28,0,0,0,0.4,13,17217,4.24,383,788,1171,2.58,2.9,5.48,vehicle engine,0.382071679,0.440774113,0.753355497
the vehicle field.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2,-1,0.71,1.08,28,0,0,0,0.07,12,959,2.98,383,2327,2710,2.58,3.37,5.95,vehicle field,0.097463868,0.238044504,0.31611887
the vehicle key.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,3,1,3.61,0.74,28,0,0,0,0.05,10,1620,3.21,383,1281,1664,2.58,3.11,5.69,vehicle key,0.074221099,0.183263235,0.253051485
the vehicle police.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3,-1,1.39,1.2,28,0,0,0,0.13,13,523,2.72,383,3770,4153,2.58,3.58,6.16,vehicle police,0.29867341,0.356870417,0.273677268
the vehicle radio.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,3,1,3.07,1.12,28,0,0,0,0.05,12,2278,3.36,383,1503,1886,2.58,3.18,5.76,vehicle radio,0.130244568,0.173778407,0.277422829
the vehicle road.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3,-1,1.82,1.39,28,0,0,0,0.33,11,5579,3.75,383,3791,4174,2.58,3.58,6.16,vehicle road,0.282919258,0.406974307,0.26449149
the vehicle stage.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1,-1,0.55,0.95,29,0,0,0,0.08,12,641,2.81,383,2528,2911,2.58,3.4,5.99,vehicle stage,0.101561022,0.215684045,0.251252965
the vehicle star.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1,-1,0.54,0.84,28,0,0,0,-0.03,11,0,0,383,952,1335,2.58,2.98,5.56,vehicle star,0.002114472,0.145705194,0.159272414
the vine grape.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,-1,1.86,1.38,28,0.35,0.605,0.48,0.17,9,678,2.83,46,37,83,1.66,1.57,3.23,vine grape,0.602287731,0.516946133,0.755167725
the vodka bottle.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4,1,3.97,0.19,29,0.01,0.021,0.02,0.34,11,6832,3.83,82,1479,1561,1.91,3.17,5.08,vodka bottle,0.522195473,0.546239507,0.5897577
the volcano pool.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1,1,1.89,1.31,28,0,0,0,0.28,11,326,2.51,62,620,682,1.79,2.79,4.58,volcano pool,0.02461418,0.018588202,0.413343376
the water baby.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,1,-1,1.55,1.4,29,0.01,0,0,0.06,9,5887,3.77,7749,3281,11030,3.89,3.52,7.41,water baby,0.189899431,0.241738062,0.289420719
the water bed.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4,1,4,0,29,0,0,0,0.08,8,46966,4.67,7749,4376,12125,3.89,3.64,7.53,water bed,0.239895124,0.379776499,0.549155283
the water body.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,-1,1.93,1.63,28,0,0,0,0.18,9,226131,5.35,7749,5243,12992,3.89,3.72,7.61,water body,0.181975075,0.315943677,0.451385841
the water bowl.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,3,1,4,0,29,0,0,0,0.22,9,31989,4.51,7749,525,8274,3.89,2.72,6.61,water bowl,0.147055526,0.222663044,0.399589184
the water boy.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1,1,3.93,0.26,28,0,0,0,0.07,8,7819,3.89,7749,3876,11625,3.89,3.59,7.48,water boy,0.13504646,0.18475694,0.208978676
the water field.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,2,1,1.59,1.62,29,0,0,0,0.05,10,4053,3.61,7749,2327,10076,3.89,3.37,7.26,water field,0.126540574,0.256024171,0.44142102
the water flour.,Makes Sense,1,2,Nonsense,0,1,Nonsense,0,0,-1,0.46,0.79,28,0,0,0,0.16,10,271,2.43,7749,462,8211,3.89,2.66,6.55,water flour,0.277612802,0.281049304,0.453493125
the water foot.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1,1,0.62,1.05,29,0,0,0,0.18,9,2564,3.41,7749,1797,9546,3.89,3.25,7.14,water foot,0.164232717,0.303629151,0.443530005
the water fountain.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,3.97,0.19,29,0,0,0,0.31,13,124876,5.1,7749,165,7914,3.89,2.22,6.11,water fountain,0.410718752,0.34294139,0.434002186
the water mouth.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2,-1,0.71,1.08,28,0,0,0,0.15,10,705,2.85,7749,2411,10160,3.89,3.38,7.27,water mouth,0.177742387,0.360636041,0.531792081
the water ocean.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,4,-1,1.18,1.16,28,0.01,0.022,0.02,0.31,10,7506,3.88,7749,436,8185,3.89,2.64,6.53,water ocean,0.471691017,0.47690159,0.672747518
the water pill.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1,1,1.31,1.49,29,0,0,0,0.01,9,14427,4.16,7749,233,7982,3.89,2.37,6.26,water pill,0.14059592,0.169627096,0.331448174
the water pipe.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4,1,3.72,0.88,29,0,0,0,0.28,9,101923,5.01,7749,402,8151,3.89,2.6,6.49,water pipe,0.345980681,0.374626995,0.591369389
the water plant.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,2,-1,2.21,1.29,29,0,0,0,0.25,10,56671,4.75,7749,1302,9051,3.89,3.11,7,water plant,0.271738176,0.37701981,0.515243091
the water pool.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,3,-1,2.36,1.34,28,0,0.043,0.02,0.44,9,41099,4.61,7749,620,8369,3.89,2.79,6.68,water pool,0.34722956,0.401371135,0.674990219
the water potato.,Nonsense,0,2,Nonsense,0,1,Nonsense,0,0,-1,0.96,1.14,28,0,0,0,0.18,11,156,2.2,7749,206,7955,3.89,2.31,6.2,water potato,0.191630539,0.18160387,0.330864844
the water rain.,Makes Sense,1,1,Makes Sense,1,3,Nonsense,0,2,-1,1.25,1.29,28,0.03,0,0.02,0.32,9,933,2.97,7749,1279,9028,3.89,3.11,7,water rain,0.351891571,0.431682336,0.580046665
the water river.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1,-1,1.76,1.3,29,0.03,0,0.02,0.21,10,16715,4.22,7749,1938,9687,3.89,3.29,7.18,water river,0.576898399,0.498581151,0.555780424
the water roach.,Nonsense,0,1,Makes Sense,1,2,Nonsense,0,1,1,1.93,1.56,29,0,0,0,0.03,10,0,0,7749,114,7863,3.89,2.06,5.95,water roach,0.182296773,0.028513651,0.191643657
the water rocket.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2,1,2.39,1.47,28,0,0,0,0.02,11,5140,3.71,7749,146,7895,3.89,2.16,6.05,water rocket,0.117641251,0.16460329,0.300706767
the water sea.,Makes Sense,1,4,Makes Sense,1,3,Nonsense,0,2,-1,1.25,0.84,28,0.05,0.014,0.03,0.27,8,4619,3.66,7749,2872,10621,3.89,3.46,7.35,water sea,0.445079932,0.497014724,0.670077847
the water ski.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,2,1,3.93,0.37,29,0,0,0,0.03,8,60044,4.78,7749,110,7859,3.89,2.04,5.93,water ski,0.130577293,0.200978854,0.33040483
the water snow.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1,-1,0.79,0.88,28,0,0,0,0.15,9,682,2.83,7749,1055,8804,3.89,3.02,6.91,water snow,0.294902211,0.338444491,0.629899861
the water sugar.,Makes Sense,1,1,Makes Sense,1,3,Nonsense,0,0,-1,1.21,1.32,28,0,0,0,0.2,10,979,2.99,7749,976,8725,3.89,2.99,6.88,water sugar,0.265410471,0.336714171,0.493693984
the water tower.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,1,4,0,29,0.01,0,0,0.16,10,109467,5.04,7749,832,8581,3.89,2.92,6.81,water tower,0.215363147,0.213442717,0.337056601
the water truck.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1,1,3.1,1.29,29,0,0,0,0.07,10,15408,4.19,7749,444,8193,3.89,2.65,6.54,water truck,0.212049883,0.233037229,0.343684763
the weed butterfly.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2,-1,1.03,1.27,29,0,0,0,0.26,13,42,1.63,167,88,255,2.22,1.94,4.17,weed butterfly,0.233516145,0.271156753,0.498634308
the weed cop.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1,-1,1.62,1.5,29,0,0,0,0.05,7,0,0,167,155,322,2.22,2.19,4.41,weed cop,0.218487073,0.166538385,0.362506574
the weed guy.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1,1,3.17,1.26,29,0,0,0,0.1,7,215,2.33,167,465,632,2.22,2.67,4.89,weed guy,0.190296748,0.117215891,0.271481396
the whale meat.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3,1,3.17,1.28,29,,0,0,0.04,9,30336,4.48,104,1280,1384,2.02,3.11,5.12,whale meat,0.250230735,0.411932693,0.352044774
the whale milk.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2,1,2.24,1.53,29,,0,0,0.11,9,173,2.24,104,1868,1972,2.02,3.27,5.29,whale milk,0.118930385,0.212785934,0.304488068
the whale swimming.,Makes Sense,1,3,Nonsense,0,3,Makes Sense,1,4,1,2.83,1.49,29,,0,0,0.3,13,4556,3.66,104,490,594,2.02,2.69,4.71,whale swimming,0.265126006,0.254765802,0.364819167
the wife army.,Nonsense,0,1,Makes Sense,1,3,Nonsense,0,1,-1,0.72,0.92,29,0,0,0,0.07,8,65,1.82,3777,1933,5710,3.58,3.29,6.86,wife army,0.114844219,0.195137236,0.274797608
the wife farmer.,Makes Sense,1,1,Nonsense,0,3,Nonsense,0,1,-1,1.5,1.4,28,0,0,0,0.31,10,118,2.08,3777,562,4339,3.58,2.75,6.33,wife farmer,0.269656899,0.345189308,0.381273698
the wife house.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1,-1,1.52,1.33,29,0.02,0,0.01,0.31,9,1502,3.18,3777,8601,12378,3.58,3.93,7.51,wife house,0.37035268,0.380794481,0.268171856
the window bedroom.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3,-1,1.52,1.12,29,0,0,0,0.67,13,162,2.21,2372,1000,3372,3.38,3,6.38,window bedroom,0.380555257,0.444931477,0.552522641
the window bus.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1,-1,1.32,1.31,28,0,0,0,0.15,9,1929,3.29,2372,1155,3527,3.38,3.06,6.44,window bus,0.191205866,0.29147061,0.325404543
the window cab.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,3,-1,1,1.28,28,0,0,0,0.21,9,865,2.94,2372,178,2550,3.38,2.25,5.63,window cab,0.327388575,0.308637145,0.531307851
the window cabin.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3,-1,0.9,0.94,29,0,0,0,0.23,11,226,2.36,2372,485,2857,3.38,2.69,6.06,window cabin,0.282484638,0.27491311,0.567587715
the window car.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,2,-1,1.07,0.9,28,0,0,0,0.23,9,4060,3.61,2372,4944,7316,3.38,3.69,7.07,window car,0.306135117,0.37290462,0.418368353
the window garden.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3,1,2,1.39,29,0.01,0,0,0.37,12,1912,3.28,2372,1998,4370,3.38,3.3,6.68,window garden,0.229907043,0.297135288,0.508678366
the window home.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2,-1,1.11,1.23,28,0,0,0,0.21,10,3102,3.49,2372,8831,11203,3.38,3.95,7.32,window home,0.234110148,0.275247376,0.317471881
the window hotel.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2,-1,0.86,0.95,29,0,0,0,0.4,11,508,2.71,2372,2241,4613,3.38,3.35,6.73,window hotel,0.190008734,0.289423914,0.278049554
the window kitchen.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,3,-1,1.24,1.06,29,0,0,0,0.45,13,317,2.5,2372,1890,4262,3.38,3.28,6.65,window kitchen,0.34092342,0.424902952,0.580569066
the window palace.,Makes Sense,1,3,Nonsense,0,3,Nonsense,0,2,-1,1.46,1.23,28,0,0,0,0.14,12,90,1.96,2372,761,3133,3.38,2.88,6.26,window palace,0.160902654,0.266869687,0.351960581
the window screen.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3,-1,3.96,0.19,28,0,0,0,0.15,12,30690,4.49,2372,518,2890,3.38,2.71,6.09,window screen,0.330418942,0.453258017,0.604186548
the window seat.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4,1,3.83,0.76,29,0,0,0,0.32,10,70305,4.85,2372,1396,3768,3.38,3.14,6.52,window seat,0.222563637,0.278020578,0.522451465
the wine bottle.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4,1,4,0,28,0.05,0.011,0.03,0.42,10,127761,5.11,1313,1479,2792,3.12,3.17,6.29,wine bottle,0.460739883,0.530368941,0.642300746
the wine candy.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,2,-1,0.82,1.09,28,0,0,0,0.15,9,109,2.04,1313,113,1426,3.12,2.05,5.17,wine candy,0.224817038,0.278940703,0.732536501
the wine garden.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2,1,3.36,1.03,28,0,0,0,0.14,10,2069,3.32,1313,1998,3311,3.12,3.3,6.42,wine garden,0.259594555,0.2337874,0.368120402
the wine menu.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,4,1,3.96,0.19,28,0,0,0,0.13,8,6883,3.84,1313,130,1443,3.12,2.11,5.23,wine menu,0.265362535,0.351391773,0.447952419
the winter ball.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,2,1,3.54,1,28,0,0,0,0.01,10,10739,4.03,1423,1664,3087,3.15,3.22,6.37,winter ball,0.094195237,0.145486829,0.214340843
